cart_id,mock_user_id,risk_score,risk_percentile_rank,risk_level,label_backed_risk_score,contextual_evidence_score,context_signal_count,top_reasons,reason_details,suggested_action,dashboard_message,risk_input_coverage_weight,transaction_layer_score,fit_layer_agent_score,review_layer_agent_score,cart_behavior_agent_score,fit_context_evidence_score,review_context_evidence_score,cart_context_evidence_score,primary_mock_product_id,primary_source_item_id,cart_item_count,unique_mock_product_count,two_size_same_product,duplicate_variant,cart_uncertainty_signal_count,cart_size_pressure,model_risk_rank_score,model_risk_score_raw,night_purchase,fit_layer_summary_score,item_fit_issue_score,item_length_issue_score,item_quality_issue_score,review_text_summary_score,review_text_size_issue_score,review_text_quality_issue_score,review_text_color_issue_score,review_text_negative_language_score,rating_issue_score,review_text_color_issue_score_upper_tail_flag,fit_signal_available,review_signal_available,rating_signal_available,review_text_size_issue_score_upper_tail_flag,review_text_quality_issue_score_upper_tail_flag,review_text_negative_language_score_upper_tail_flag
CART_0011,MU_028,0.7465536258879818,0.54,medium,0.8950766084114027,0.4,1,"[""negative_review_language_signal""]","[{""code"": ""negative_review_language_signal"", ""severity"": 0.1538244914722071, ""message"": ""Negative review language signal is elevated.""}]",show_review_and_product_detail_summary,Review signals are elevated. Show review summary before checkout.,1.0,0.8950766084114027,0.3042650644432086,0.2062427711513573,0.12,0,1,0,MP_0119,renttherunway_619977,3,3,0,0,0,0.4,0.8950766084114027,0.5001841144590313,0.0,0.3042650644432086,0.3042650644432086,,,0.2062427711513573,0.345352466086411,0.0727734705844029,0.0046897916629852,0.1538244914722071,0.118607814575211,0,1,1,1,0,0,0
CART_0012,MU_028,0.637544147993937,0.38,low,0.7393487828484815,0.4,1,"[""low_rating_signal_when_available"", ""quality_issue_signal""]","[{""code"": ""low_rating_signal_when_available"", ""severity"": 0.1549595765818231, ""message"": ""Rating issue signal is elevated when rating is available.""}, {""code"": ""quality_issue_signal"", ""severity"": 0.0, ""message"": ""Quality-related signal is elevated.""}]",show_review_and_product_detail_summary,Quality-related signals are elevated. Show product details and review summary.,1.0,0.7393487828484815,0.301064764822581,0.2245047425241197,0.06,0,1,0,MP_0143,renttherunway_2367436,2,2,0,0,0,0.2,0.7393487828484815,0.3356357820287582,0.0,0.301064764822581,0.301064764822581,,,0.2245047425241197,0.3553902679451563,0.0931701509351836,0.0046897916629852,0.1324051083266742,0.1549595765818231,0,1,1,1,0,0,0
CART_0013,MU_014,0.17480825069851527,0.02,low,0.2497260724264504,0.0,0,"[""dominant_fit_signal""]","[{""code"": ""dominant_fit_signal"", ""severity"": 0.2708042836616388, ""message"": ""fit is the strongest available layer.""}]",standard_checkout,No dominant risk reason detected for this cart.,1.0,0.2497260724264504,0.2708042836616388,0.1818779897062132,0.0,0,0,0,MP_0179,renttherunway_1612553,1,1,0,0,0,0.0,0.2497260724264504,0.1410594963169664,0.0,0.2708042836616388,0.2708042836616388,,,0.1818779897062132,0.2952016273782458,0.053908717424333,0.0048117890645113,0.1315138488870061,0.1101016085926075,0,1,1,1,0,0,0
CART_0014,MU_017,0.9207312040029949,0.84,high,0.9510445771471356,0.8500000000000001,2,"[""high_transaction_model_rank"", ""fit_or_size_issue_signal"", ""fit_layer_signal"", ""negative_review_language_signal""]","[{""code"": ""high_transaction_model_rank"", ""severity"": 0.9510445771471356, ""message"": ""Transaction model rank is high.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.3522089627658011, ""message"": ""Fit or size mismatch signal is elevated.""}, {""code"": ""fit_layer_signal"", ""severity"": 0.352208962765801, ""message"": ""Fit layer signal is elevated.""}, {""code"": ""negative_review_language_signal"", ""severity"": 0.1533838609047509, ""message"": ""Negative review language signal is elevated.""}]",show_size_guidance_before_checkout,Fit-related signals are elevated. Show size and fit guidance.,1.0,0.9510445771471356,0.352208962765801,0.2101792687342069,0.12,1,1,0,MP_0079,renttherunway_1491849,3,3,0,0,0,0.4,0.9510445771471356,0.6300033952684553,0.0,0.352208962765801,0.3522089627658011,,,0.2101792687342069,0.3308064228889177,0.0776546514378669,0.0039829157824913,0.1533838609047509,0.1301140216266371,0,1,1,1,0,0,0
CART_0015,MU_019,0.6292892492558301,0.36,low,0.898984641794043,0.0,0,"[""dominant_transaction_model_signal""]","[{""code"": ""dominant_transaction_model_signal"", ""severity"": 0.898984641794043, ""message"": ""transaction_model is the strongest available layer.""}]",standard_checkout,No dominant risk reason detected for this cart.,1.0,0.898984641794043,0.2963845103021638,0.2103814363461329,0.12,0,0,0,MP_0071,modcloth_240463,3,3,0,0,0,0.4,0.898984641794043,0.5091926344932346,0.0,0.2963845103021638,0.2963845103021638,0.243394968597593,0.2623253854973442,0.2103814363461329,0.3130709830185011,0.053908717424333,0.0048117890645113,0.1445205462301878,0.117476425797993,0,1,1,1,0,0,0
CART_0016,MU_014,0.983362552274512,0.96,high,0.9762322175350172,1.0,3,"[""high_transaction_model_rank"", ""large_cart_size"", ""fit_or_size_issue_signal"", ""fit_layer_signal""]","[{""code"": ""high_transaction_model_rank"", ""severity"": 0.9762322175350172, ""message"": ""Transaction model rank is high.""}, {""code"": ""large_cart_size"", ""severity"": 0.6, ""message"": ""Cart size is high for this demo batch.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.3522089627658011, ""message"": ""Fit or size mismatch signal is elevated.""}, {""code"": ""fit_layer_signal"", ""severity"": 0.352208962765801, ""message"": ""Fit layer signal is elevated.""}]",show_size_guidance_before_checkout,Fit-related signals are elevated. Show size and fit guidance.,1.0,0.9762322175350172,0.352208962765801,0.196393332668069,0.18,1,1,1,MP_0084,renttherunway_2665504,4,4,0,0,0,0.6,0.9762322175350172,0.7129217447686601,0.0,0.352208962765801,0.3522089627658011,,,0.196393332668069,0.3304799608611742,0.0859107186456015,0.0048117890645113,0.1462847109399701,0.1222271832628663,0,1,1,1,0,0,0
CART_0017,MU_008,0.9641173140488322,0.92,high,0.9487390200697602,1.0,3,"[""two_sizes_same_product"", ""high_transaction_model_rank"", ""large_cart_size"", ""fit_layer_signal""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""high_transaction_model_rank"", ""severity"": 0.9487390200697602, ""message"": ""Transaction model rank is high.""}, {""code"": ""large_cart_size"", ""severity"": 0.8, ""message"": ""Cart size is high for this demo batch.""}, {""code"": ""fit_layer_signal"", ""severity"": 0.4365813993102761, ""message"": ""Fit layer signal is elevated.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.9487390200697602,0.4365813993102761,0.2335380452061271,0.59,1,1,1,MP_0041,renttherunway_1650899,5,3,1,0,1,0.8,0.9487390200697602,0.6235022178431648,0.0,0.4365813993102761,0.4365813993102761,,,0.2335380452061271,0.4254134452712171,0.0804905223209089,0.0157071351892671,0.1723403141906311,0.1619532982929887,1,1,1,1,1,0,1
CART_0018,MU_025,0.31209435891816867,0.1,low,0.4458490841688124,0.0,0,"[""dominant_transaction_model_signal""]","[{""code"": ""dominant_transaction_model_signal"", ""severity"": 0.4458490841688124, ""message"": ""transaction_model is the strongest available layer.""}]",standard_checkout,No dominant risk reason detected for this cart.,1.0,0.4458490841688124,0.2551281993215241,0.194895562934545,0.0,0,0,0,MP_0192,renttherunway_1032906,1,1,0,0,0,0.0,0.4458490841688124,0.2009925654581122,0.0,0.2551281993215241,0.2551281993215241,,,0.194895562934545,0.3201109755563191,0.050831509493576,0.0030603608319938,0.1331609304759924,0.1204374483960735,0,1,1,1,0,0,0
CART_0019,MU_015,0.7500903047900802,0.56,medium,0.7072718639858289,0.8500000000000001,2,"[""fit_layer_signal"", ""fit_or_size_issue_signal"", ""negative_review_language_signal""]","[{""code"": ""fit_layer_signal"", ""severity"": 0.4698909647388892, ""message"": ""Fit layer signal is elevated.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.4698909647388892, ""message"": ""Fit or size mismatch signal is elevated.""}, {""code"": ""negative_review_language_signal"", ""severity"": 0.1847070505015729, ""message"": ""Negative review language signal is elevated.""}]",show_size_guidance_before_checkout,Fit-related signals are elevated. Show size and fit guidance.,1.0,0.7072718639858289,0.4698909647388892,0.2562267312590101,0.12,1,1,0,MP_0087,renttherunway_404345,3,3,0,0,0,0.4,0.7072718639858289,0.3174474416814524,0.0,0.4698909647388892,0.4698909647388892,,,0.2562267312590101,0.4399022290479228,0.0648684674795154,0.0031650928657805,0.1847070505015729,0.1249064412800101,0,1,1,1,1,0,1
CART_0020,MU_016,0.7915536258879818,0.64,medium,0.8950766084114027,0.55,2,"[""two_sizes_same_product"", ""large_cart_size"", ""quality_issue_signal""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""large_cart_size"", ""severity"": 1.0, ""message"": ""Cart size is high for this demo batch.""}, {""code"": ""quality_issue_signal"", ""severity"": 0.235325626803518, ""message"": ""Quality-related signal is elevated.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.8950766084114027,0.3013008928297487,0.2323024961616027,0.6499999999999999,0,1,1,MP_0085,modcloth_175156,6,3,1,0,1,1.0,0.8950766084114027,0.5001841144590313,0.0,0.3013008928297487,0.3154391875331435,0.2510563289006402,0.235325626803518,0.2323024961616027,0.3474521476554222,0.0759696548776578,0.004573827504317,0.1450460188203046,0.118607814575211,0,1,1,1,0,0,0
CART_0021,MU_014,0.6547045234573312,0.42,medium,0.7424350335104731,0.45,1,"[""quality_issue_signal""]","[{""code"": ""quality_issue_signal"", ""severity"": 0.274848142772671, ""message"": ""Quality-related signal is elevated.""}]",show_review_and_product_detail_summary,Quality-related signals are elevated. Show product details and review summary.,1.0,0.7424350335104731,0.2963845103021638,0.1989623109997652,0.12,1,0,0,MP_0120,modcloth_320750,3,3,0,0,0,0.4,0.7424350335104731,0.3382096251135073,0.0,0.2963845103021638,0.2963845103021638,0.1987742923957745,0.274848142772671,0.1989623109997652,0.3384248378717464,0.053908717424333,0.0048117890645113,0.1315138488870061,0.117476425797993,0,1,1,1,0,0,0
CART_0022,MU_003,0.9994631019558429,1.0,high,0.9992330027940612,1.0,3,"[""high_transaction_model_rank"", ""large_cart_size"", ""length_issue_signal"", ""rare_color_issue_review_flag""]","[{""code"": ""high_transaction_model_rank"", ""severity"": 0.9992330027940612, ""message"": ""Transaction model rank is high.""}, {""code"": ""large_cart_size"", ""severity"": 0.6, ""message"": ""Cart size is high for this demo batch.""}, {""code"": ""length_issue_signal"", ""severity"": 0.3487873340271863, ""message"": ""Length issue signal is elevated.""}, {""code"": ""rare_color_issue_review_flag"", ""severity"": 0.0110894062606191, ""message"": ""Color issue appears in the upper tail of review signals.""}]",show_size_guidance_before_checkout,Fit-related signals are elevated. Show size and fit guidance.,1.0,0.9992330027940612,0.30068619737153,0.207948584027052,0.18,1,1,1,MP_0126,modcloth_708568,4,4,0,0,0,0.6,0.9992330027940612,0.8843410058739068,0.0,0.30068619737153,0.3097395310030377,0.3487873340271863,0.2393750131432296,0.207948584027052,0.3384248378717464,0.0525419236274319,0.0110894062606191,0.1486942842304371,0.114110256661442,1,1,1,1,0,0,0
CART_0023,MU_003,0.6180162165123542,0.34,low,0.4543088807319345,1.0,3,"[""two_sizes_same_product"", ""large_cart_size"", ""fit_layer_signal"", ""fit_or_size_issue_signal""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""large_cart_size"", ""severity"": 0.6, ""message"": ""Cart size is high for this demo batch.""}, {""code"": ""fit_layer_signal"", ""severity"": 0.4365813993102761, ""message"": ""Fit layer signal is elevated.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.4365813993102761, ""message"": ""Fit or size mismatch signal is elevated.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.4543088807319345,0.4365813993102761,0.2335380452061271,0.53,1,1,1,MP_0058,renttherunway_2960025,4,3,1,0,1,0.6,0.4543088807319345,0.2046838882413282,0.0,0.4365813993102761,0.4365813993102761,,,0.2335380452061271,0.4254134452712171,0.0500062226079117,0.0044634598372703,0.1443857960171232,0.1147005003242842,0,1,1,1,1,0,0
CART_0024,MU_011,0.7745422670245987,0.6,medium,0.8707746671779981,0.55,2,"[""two_sizes_same_product"", ""large_cart_size"", ""fit_or_size_issue_signal"", ""negative_review_language_signal""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""large_cart_size"", ""severity"": 0.6, ""message"": ""Cart size is high for this demo batch.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.3581222429723671, ""message"": ""Fit or size mismatch signal is elevated.""}, {""code"": ""negative_review_language_signal"", ""severity"": 0.1567106305679994, ""message"": ""Negative review language signal is elevated.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.8707746671779981,0.3174906014507865,0.2225365388243968,0.53,0,1,1,MP_0021,renttherunway_255241,4,2,1,0,1,0.6,0.8707746671779981,0.4522786886670651,0.0,0.3174906014507865,0.3174906014507865,,,0.2225365388243968,0.3581222429723671,0.1047102189507972,0.0039829157824913,0.1567106305679994,0.1021056423036486,0,1,1,1,0,1,0
CART_0025,MU_030,0.9660316112419876,0.94,high,0.9514737303456966,1.0,3,"[""two_sizes_same_product"", ""duplicate_variant"", ""large_cart_size"", ""high_transaction_model_rank""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""duplicate_variant"", ""severity"": 1.0, ""message"": ""Cart contains a duplicate variant.""}, {""code"": ""large_cart_size"", ""severity"": 1.0, ""message"": ""Cart size is high for this demo batch.""}, {""code"": ""high_transaction_model_rank"", ""severity"": 0.9514737303456966, ""message"": ""Transaction model rank is high.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.9514737303456966,0.3177045020219593,0.2203845843822998,1.0,1,1,1,MP_0167,renttherunway_2384887,7,4,1,1,2,1.0,0.9514737303456966,0.6310367373666976,0.0,0.3177045020219593,0.3227749912899429,0.2513852534248903,0.2736381565524902,0.2203845843822998,0.3220922762299741,0.0691319689484827,0.028593724247653,0.1673813353409142,0.1409375549305677,1,1,1,1,0,0,0
CART_0026,MU_026,0.44014134662795157,0.21,low,0.6287733523256451,0.0,0,"[""dominant_transaction_model_signal""]","[{""code"": ""dominant_transaction_model_signal"", ""severity"": 0.6287733523256451, ""message"": ""transaction_model is the strongest available layer.""}]",standard_checkout,No dominant risk reason detected for this cart.,1.0,0.6287733523256451,0.3139342282342385,0.2022789786654588,0.06,0,0,0,MP_0032,renttherunway_1110122,2,2,0,0,0,0.2,0.6287733523256451,0.2774810270040201,0.0,0.3139342282342385,0.3139342282342385,,,0.2022789786654588,0.3384248378717464,0.0525419236274319,0.0046897916629852,0.1390454036453813,0.114110256661442,0,1,1,1,0,0,0
CART_0027,MU_004,0.5707993206596176,0.28,low,0.8154276009423108,0.0,0,"[""dominant_transaction_model_signal""]","[{""code"": ""dominant_transaction_model_signal"", ""severity"": 0.8154276009423108, ""message"": ""transaction_model is the strongest available layer.""}]",standard_checkout,No dominant risk reason detected for this cart.,1.0,0.8154276009423108,0.3032990616028123,0.2141355292654396,0.12,0,0,0,MP_0054,renttherunway_445639,3,3,0,0,0,0.4,0.8154276009423108,0.3922682446157089,0.0,0.3032990616028123,0.3032990616028123,0.2473701101879256,0.2584365858878927,0.2141355292654396,0.3212150220646092,0.053908717424333,0.0048117890645113,0.1367165278242788,0.114110256661442,0,1,1,1,0,0,0
CART_0028,MU_013,0.8159728994320569,0.7,medium,0.9299612849029384,0.55,2,"[""duplicate_variant"", ""high_transaction_model_rank"", ""low_rating_signal_when_available"", ""rare_color_issue_review_flag""]","[{""code"": ""duplicate_variant"", ""severity"": 1.0, ""message"": ""Cart contains a duplicate variant.""}, {""code"": ""high_transaction_model_rank"", ""severity"": 0.9299612849029384, ""message"": ""Transaction model rank is high.""}, {""code"": ""low_rating_signal_when_available"", ""severity"": 0.1508200230285495, ""message"": ""Rating issue signal is elevated when rating is available.""}, {""code"": ""rare_color_issue_review_flag"", ""severity"": 0.0189772679074107, ""message"": ""Color issue appears in the upper tail of review signals.""}]",highlight_color_and_product_images,Color issue appears in the review upper tail. Highlight product images and color details.,1.0,0.9299612849029384,0.2628904862356754,0.1991717125612551,0.47,0,1,1,MP_0156,renttherunway_2828426,3,2,0,1,1,0.4,0.9299612849029384,0.5779723378010029,0.0,0.2628904862356754,0.2708042836616388,0.2473701101879256,0.2584365858878927,0.1991717125612551,0.2952016273782458,0.053908717424333,0.0189772679074107,0.1355496266231821,0.1508200230285495,1,1,1,1,0,0,0
CART_0029,MU_011,0.6054193831151043,0.32,low,0.6291705473072919,0.55,2,"[""two_sizes_same_product"", ""duplicate_variant"", ""fit_or_size_issue_signal"", ""negative_review_language_signal""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""duplicate_variant"", ""severity"": 1.0, ""message"": ""Cart contains a duplicate variant.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.3678538383125538, ""message"": ""Fit or size mismatch signal is elevated.""}, {""code"": ""negative_review_language_signal"", ""severity"": 0.1835930124315185, ""message"": ""Negative review language signal is elevated.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.6291705473072919,0.2659602675254092,0.2474237612995092,0.82,0,1,1,MP_0115,modcloth_251144,3,1,1,1,2,0.4,0.6291705473072919,0.2776558962644437,0.0,0.2659602675254092,0.3013008928297487,0.2252931051281218,0.2539575979383676,0.2474237612995092,0.3678538383125538,0.0466305967223398,0.0041621579236258,0.1835930124315185,,0,1,1,0,0,0,1
